id,ime,država,gorovje,višina,širina,dolžina,vrsta,število ogledov,priljubljenost,mesto na lestvici priljubljenosti,število slik,število poti 
303512,Veliko Gradišče,Slovenija,Kamniško Savinjske Alpe,587,46.35684,15.08825,vrh,484,17,2848.,4,1
30352,Planina Osredek,Slovenija,Kamniško Savinjske Alpe,1100,46.28958,14.56007,planina,418847,83,583.,7,4
30356,Mali Grintovec,Slovenija,Kamniško Savinjske Alpe,1813,46.34632,14.42739,vrh,540773,93,247.,8,24
30357,Slap Orglice,Slovenija,Kamniško Savinjske Alpe,870,46.33318,14.61868,slap,509653,91,308.,2,1
30358,Lučki Dedec,Slovenija,Kamniško Savinjske Alpe,2023,46.35236,14.63786,vrh,577185,95,175.,8,6
30364,Goli vrh,"Avstrija, Slovenija",Kamniško Savinjske Alpe,1787,46.39789,14.54699,vrh,611636,96,142.,8,3
30370,Slap Čedca,Slovenija,Kamniško Savinjske Alpe,1350,46.3705,14.52039,slap,474211,88,407.,6,1
30371,Planina Konjščica (Velika planina),Slovenija,Kamniško Savinjske Alpe,1505,46.31292,14.63795,planina,504980,91,320.,2,2
30372,Koritni vrh (Velika planina),Slovenija,Kamniško Savinjske Alpe,1648,46.30623,14.64384,vrh,432564,84,540.,2,2
30379,Planina Polšak,Slovenija,Kamniško Savinjske Alpe,1695,46.3691,14.69234,planina,304962,71,994.,5,1
30380,Dleskovec,Slovenija,Kamniško Savinjske Alpe,1965,46.35389,14.68228,vrh,449391,86,479.,6,1
30387,Koroška Rinka (Križ),Slovenija,Kamniško Savinjske Alpe,2433,46.36776,14.56519,vrh,631408,96,128.,6,7
30388,Štajerska Rinka,Slovenija,Kamniško Savinjske Alpe,2374,46.36817,14.56736,vrh,505207,91,319.,4,5
30389,Bivak pod Skuto,Slovenija,Kamniško Savinjske Alpe,2070,46.35887,14.56792,bivak,571513,94,190.,5,1
30390,Bivak pod Grintovcem,Slovenija,Kamniško Savinjske Alpe,2100,46.35348,14.54738,bivak,555250,94,220.,10,3
30391,Turska gora,Slovenija,Kamniško Savinjske Alpe,2251,46.3603,14.57718,vrh,691957,98,85.,8,5
303987,Jama Jespa,Slovenija,Kamniško Savinjske Alpe,1413,46.26384,14.81198, ,230,12,3048.,3,3
304025,Ledenica na Golteh,Slovenija,Kamniško Savinjske Alpe,1405,46.37597,14.90357, ,91,7,3192.,2,2
30408,Planina Rzenik,Slovenija,Kamniško Savinjske Alpe,1654,46.32522,14.63784,planina,408270,82,615.,4,2
30409,Koča na Loki pod Raduho,Slovenija,Kamniško Savinjske Alpe,1534,46.4093,14.75902,"koča, planina, cerkev",521913,92,284.,16,6
3042,Dolgi hrbet,Slovenija,Kamniško Savinjske Alpe,2473,46.36285,14.54596,vrh,561349,94,205.,7,6
30433,Mrzla gora,"Avstrija, Slovenija",Kamniško Savinjske Alpe,2203,46.3772,14.5783,vrh,685387,97,89.,8,8
30438,Veliki vrh (Veža),Slovenija,Kamniško Savinjske Alpe,2110,46.35756,14.66922,vrh,563208,94,200.,6,5
30444,Sveti Lenart nad Gornjim Gradom,Slovenija,Kamniško Savinjske Alpe,929,46.31282,14.75306,cerkev,318967,73,938.,6,2
30445,Vivodnik,Slovenija,Kamniško Savinjske Alpe,1508,46.25741,14.81634,vrh,480805,89,385.,12,16
30446,Planina Dolga njiva (Krvavec),Slovenija,Kamniško Savinjske Alpe,1688,46.31438,14.54324,planina,422224,83,569.,11,4
30447,Košutna,Slovenija,Kamniško Savinjske Alpe,1974,46.30968,14.55699,vrh,521246,92,286.,3,3
30458,Planina Arta,Slovenija,Kamniško Savinjske Alpe,1564,46.40118,14.74573,planina,361773,77,784.,3,1
30467,Planina Kališče,Slovenija,Kamniško Savinjske Alpe,1450,46.33556,14.41563,planina,464730,87,431.,8,8
30470,Črnuški dom na Mali planini,Slovenija,Kamniško Savinjske Alpe,1526,46.2871,14.65794,"koča, planina",553870,93,225.,6,7
30477,Jenkova planina,"Avstrija, Slovenija",Kamniško Savinjske Alpe,1495,46.3938,14.55216,"planina, sedlo",392396,80,674.,7,1
30482,Goli vrh (Šavnice),Slovenija,Kamniško Savinjske Alpe,1426,46.24995,14.85598,vrh,316649,73,944.,8,2
30484,Dom na Smrekovcu,Slovenija,Kamniško Savinjske Alpe,1375,46.41327,14.90004,koča,568043,94,194.,18,12
30485,Smrekovec,Slovenija,Kamniško Savinjske Alpe,1577,46.41814,14.89881,vrh,701085,98,81.,9,10
30486,Krnes,Slovenija,Kamniško Savinjske Alpe,1613,46.42019,14.86286,vrh,374108,79,736.,4,2
30487,Komen,Slovenija,Kamniško Savinjske Alpe,1684,46.4181,14.84637,"vrh, cerkev",507425,91,310.,16,6
30488,Veliki Travnik,Slovenija,Kamniško Savinjske Alpe,1637,46.42311,14.81369,vrh,425731,84,559.,12,6
30489,Koča na Travniku,Slovenija,Kamniško Savinjske Alpe,1548,46.41585,14.8077,"koča, bivak, planina",492179,90,355.,11,6
3049,Štruca,Slovenija,Kamniško Savinjske Alpe,2457,46.36269,14.55315,vrh,533814,92,260.,4,7
30490,Strelovec,Slovenija,Kamniško Savinjske Alpe,1763,46.39439,14.65812,vrh,547922,93,236.,4,4
30495,Senčnica Josipine Turnograjske,Slovenija,Kamniško Savinjske Alpe,570,46.30697,14.43367,vrh,262479,67,1149.,5,2
30496,Planinska koča pri Franciju,Slovenija,Kamniško Savinjske Alpe,930,46.31512,14.43872,koča,338145,75,872.,4,5
30497,Potoška gora,Slovenija,Kamniško Savinjske Alpe,1283,46.31541,14.45343,vrh,493026,90,353.,6,2
30499,Cjanovca,Slovenija,Kamniško Savinjske Alpe,1820,46.33578,14.4411,vrh,497114,90,342.,8,7
3050,Kranjska Rinka,Slovenija,Kamniško Savinjske Alpe,2453,46.36565,14.56361,vrh,571174,94,192.,5,7
30528,Krničarjeva koča na planini Javornik,Slovenija,Kamniško Savinjske Alpe,1390,46.3442,14.38924,planina,426056,84,558.,6,5
30539,Vaško,Slovenija,Kamniško Savinjske Alpe,1046,46.3658,14.273,vrh,299150,71,1016.,3,3
30544,Sveti Primož nad Kamnikom,Slovenija,Kamniško Savinjske Alpe,826,46.2691,14.6338,"koča, cerkev",594109,95,156.,8,1
30578,Dom na Lovrencu (Bašelj),Slovenija,Kamniško Savinjske Alpe,860,46.3252,14.39183,koča,446692,86,486.,6,4
30579,Sveti Lovrenc (Bašelj),Slovenija,Kamniško Savinjske Alpe,892,46.32672,14.39263,cerkev,411684,82,608.,8,5
30593,Mozirska koča na Golteh,Slovenija,Kamniško Savinjske Alpe,1356,46.37134,14.90419,koča,551772,93,228.,7,6
30594,Hotel Golte,Slovenija,Kamniško Savinjske Alpe,1410,46.36868,14.89525,"koča, planina",449045,86,481.,1,2
30597,Medvedjak,Slovenija,Kamniško Savinjske Alpe,1573,46.36505,14.89062,vrh,382185,79,712.,1,1
30598,Koča na Treh plotih,Slovenija,Kamniško Savinjske Alpe,1530,46.36933,14.88864,"koča, jezero, sedlo",367217,78,757.,4,1
30615,Koča na Grohatu,Slovenija,Kamniško Savinjske Alpe,1460,46.42341,14.74327,"koča, planina",507534,91,309.,4,2
30616,Robanova planina,Slovenija,Kamniško Savinjske Alpe,890,46.37655,14.66624,planina,363596,78,771.,5,1
30617,Sveti Primož nad Ljubnim,Slovenija,Kamniško Savinjske Alpe,883,46.36301,14.82129,cerkev,327870,74,899.,4,2
30618,Bivak pod Mrzlim vrhom,Slovenija,Kamniško Savinjske Alpe,1980,46.37425,14.56673,bivak,373207,79,740.,1,4
30619,Koča na Klemenči jami,Slovenija,Kamniško Savinjske Alpe,1208,46.37847,14.63367,"koča, planina",533028,92,263.,4,2
30666,Velika (Koroška) Baba,"Avstrija, Slovenija",Kamniško Savinjske Alpe,2127,46.37937,14.55592,vrh,671778,97,96.,9,8
30695,Križevnik,Slovenija,Kamniško Savinjske Alpe,1909,46.37494,14.68872,vrh,473498,88,412.,4,4
30696,Molička peč,Slovenija,Kamniško Savinjske Alpe,2029,46.36394,14.67204,vrh,527852,92,271.,4,3
30697,Velika Zelenica,Slovenija,Kamniško Savinjske Alpe,2114,46.36109,14.66732,vrh,582027,95,167.,7,4
30708,Planina Dolga trata,Slovenija,Kamniško Savinjske Alpe,1835,46.3517,14.6925,"bivak, planina",304188,71,997.,11,1
30716,Tominčev slap,Slovenija,Kamniško Savinjske Alpe,750,46.39348,14.25416,slap,353835,76,815.,14,1
3073,Veliki Zvoh,Slovenija,Kamniško Savinjske Alpe,1971,46.3087,14.54165,"vrh, jezero",599967,96,149.,7,5
3080,Planjava,Slovenija,Kamniško Savinjske Alpe,2392,46.35652,14.61372,vrh,789042,99,50.,10,13
30818,Dom na Čreti,Slovenija,Kamniško Savinjske Alpe,870,46.27682,14.95921,"koča, cerkev",479470,89,387.,10,8
3085,Storžič,Slovenija,Kamniško Savinjske Alpe,2132,46.35028,14.40472,vrh,1212188,100,2.,29,30
30850,Gora Oljka,Slovenija,Kamniško Savinjske Alpe,733,46.32561,15.05918,"vrh, koča, cerkev",611848,96,140.,16,9
30886,Planinski dom Šentjungert,Slovenija,Kamniško Savinjske Alpe,565,46.29863,15.21759,"vrh, koča, cerkev",400055,81,650.,7,2
30895,Korošaški slapovi,Slovenija,Kamniško Savinjske Alpe,800,46.2851,14.56286,slap,412032,82,606.,5,1
30906,Veliki Rogatec (Veliki Rogac),Slovenija,Kamniško Savinjske Alpe,1557,46.31974,14.74118,vrh,546574,93,239.,20,8
30930,Šentanski vrh,Slovenija,Kamniško Savinjske Alpe,1635,46.38222,14.25407,vrh,443265,85,504.,6,14
30931,Sveti Jurij nad Tržičem,Slovenija,Kamniško Savinjske Alpe,673,46.35947,14.28842,"vrh, cerkev",159254,55,1545.,4,3
30947,Gostišče Zeleni Rob,Slovenija,Kamniško Savinjske Alpe,1612,46.30038,14.64016,"koča, planina",487490,89,364.,2,1
3095,Kamniška koča na Kamniškem sedlu,Slovenija,Kamniško Savinjske Alpe,1864,46.35919,14.59748,"koča, bivak, sedlo",1091168,100,6.,13,4
3096,Brana,Slovenija,Kamniško Savinjske Alpe,2253,46.35487,14.5874,vrh,867460,99,35.,7,4
30976,Boskovec,Slovenija,Kamniško Savinjske Alpe,1587,46.38096,14.91099,vrh,464658,87,432.,6,8
3098,Cojzova koča na Kokrskem sedlu,Slovenija,Kamniško Savinjske Alpe,1793,46.34433,14.54697,"koča, bivak, sedlo",753160,98,57.,8,4
3101820,Traningerwand,Avstrija,Ziljske Alpe,1200,46.63183,13.67082, ,150841,54,1576.,2,2
3101821,Hachelnock,Avstrija,Ziljske Alpe,1442,46.63855,13.67498,vrh,191441,59,1424.,1,1
3101822,Schwandnock,Avstrija,Ziljske Alpe,1517,46.63615,13.70877,vrh,114672,50,1714.,3,1
3102040,Zehnernock,Avstrija,Ziljske Alpe,1956,46.5976,13.6973,"vrh, planina",140937,53,1612.,3,1
3103036,Fischeralm,Avstrija,Ziljske Alpe,1084,46.67381,13.41554,planina,255,12,3020.,7,1
3103040,Bodenalm,Avstrija,Ziljske Alpe,1231,46.6821,13.37902,"koča, planina",240,12,3034.,4,1
3103041,Radnigeralm,Avstrija,Ziljske Alpe,1558,46.67166,13.38055,"planina, sedlo",173,10,3108.,3,1
3103057,Spitzegel / Negal,Avstrija,Ziljske Alpe,2119,46.65505,13.41072,vrh,1660,27,2522.,11,2
3103059,Zgornja Belška planina / Obervellacheralm,Avstrija,Ziljske Alpe,1712,,,planina,264,13,3011.,1,1
310810,Dobrač / Dobratsch,Avstrija,Ziljske Alpe,2166,46.60372,13.6703,"vrh, koča, cerkev",579461,95,172.,27,4
310811,Zwolfernock,Avstrija,Ziljske Alpe,2049,46.60144,13.6894,vrh,216723,62,1321.,2,1
310933,Kobesnock,Avstrija,Ziljske Alpe,1820,46.64884,13.60075,vrh,187389,58,1436.,5,1
310934,Wertschacher Alm,Avstrija,Ziljske Alpe,1672,46.64449,13.59189,"planina, sedlo",131282,52,1647.,2,1
310935,Čegla gora/Tschekelnock,Avstrija,Ziljske Alpe,1893,46.65197,13.53707,vrh,185957,58,1440.,2,1
310952,Goldeck,Avstrija,Ziljske Alpe,2142,46.75896,13.45883,"vrh, koča",288642,69,1054.,5,1
310953,Latschur,Avstrija,Ziljske Alpe,2236,46.73829,13.39675,vrh,247013,65,1205.,6,1
310954,Almspitz,Avstrija,Ziljske Alpe,2180,46.73382,13.4009,vrh,150994,54,1575.,4,1
310955,Techendorfer Alm,Avstrija,Ziljske Alpe,1573,46.72295,13.40414,"koča, planina",138731,53,1623.,4,1
310958,Eckwand,Avstrija,Ziljske Alpe,2221,46.73486,13.41422,vrh,168543,56,1508.,7,2
310959,Kopasnock,Avstrija,Ziljske Alpe,2087,46.72933,13.42267,vrh,146627,54,1591.,4,1
310960,Hochstaff,Avstrija,Ziljske Alpe,2217,46.73605,13.43913,vrh,150286,54,1580.,5,1
310961,Karalm Hütte,Avstrija,Ziljske Alpe,1550,46.71527,13.4451,"koča, planina",139424,53,1620.,3,1
310985,Jaukenalm,Avstrija,Ziljske Alpe,1934,46.69532,13.07206,planina,130931,52,1648.,2,1
310986,Jaukenstöckl,Avstrija,Ziljske Alpe,2209,46.70116,13.05703,vrh,129237,52,1655.,3,1
310987,Jaukenhöhe,Avstrija,Ziljske Alpe,2234,46.70132,13.06266,vrh,144242,54,1600.,1,1
310988,Torkofel,Avstrija,Ziljske Alpe,2276,46.70155,13.07695,vrh,191696,59,1422.,1,1
310989,Reißkofel,Avstrija,Ziljske Alpe,2371,46.68577,13.14654,vrh,307905,72,981.,8,4
310992,Gregorihütte,Avstrija,Ziljske Alpe,1492,46.6724,13.15509,"koča, planina",133423,52,1641.,2,1
310993,Reißkofel Biwak,Avstrija,Ziljske Alpe,1799,46.68335,13.12551,bivak,141199,53,1611.,4,1
310994,Kleiner Reißkofel,Avstrija,Ziljske Alpe,2161,46.68742,13.15821,vrh,135456,53,1634.,4,2
3301160,Klek,Hrvaška,Gorski Kotar in Istra,1181,45.26034,15.1455,"vrh, koča",200157,60,1390.,4,3
3301456,Brajkov vrh,Hrvaška,Gorski Kotar in Istra,1091,,,vrh,64839,45,1909.,2,1
3301458,Žbevnica,Hrvaška,Gorski Kotar in Istra,1014,45.45867,14.01401,vrh,258542,66,1167.,3,1
3301463,Perun,Hrvaška,Gorski Kotar in Istra,880,,,vrh,145359,54,1598.,34,1
3302412,Dom Hahlić,Hrvaška,Gorski Kotar in Istra,1097,,,"koča, sedlo",3743,35,2252.,3,2
3302422,Pakleno,Hrvaška,Gorski Kotar in Istra,1340,,,"vrh, koča",1840,28,2480.,3,1
3302423,Pakleno sjeverni vrh,Hrvaška,Gorski Kotar in Istra,1331,,,"vrh, koča",1310,25,2586.,0,1
3302424,Obruč,Hrvaška,Gorski Kotar in Istra,1376,45.45919,14.46594,"vrh, koča",4727,37,2188.,6,2
3302588,Bijele stijene,Hrvaška,Gorski Kotar in Istra,1335,,,"vrh, koča, bivak",6360,39,2119.,8,1
3302721,Drenin,Hrvaška,Gorski Kotar in Istra,380,,,vrh,1820,28,2485.,3,2
3303243,Tuhobić,Hrvaška,Gorski Kotar in Istra,1109,,,vrh,597,19,2798.,2,1
3303834,Planinski dom Klek,Hrvaška,Gorski Kotar in Istra,1000,45.25728,15.14431,koča,298,14,2979.,5,1
3303835,Klečica,Hrvaška,Gorski Kotar in Istra,1058,45.26761,15.14122,vrh,186,10,3094.,7,1
3303838,Stožac,Hrvaška,Gorski Kotar in Istra,809,45.23786,15.18427,"vrh, bivak",87,7,3201.,8,1
330904,Veliki Drgomalj,Hrvaška,Gorski Kotar in Istra,1154,45.43795,14.79056,vrh,84442,47,1831.,2,1
330905,Japlenški vrh,Hrvaška,Gorski Kotar in Istra,842,45.39767,14.79058, ,75340,46,1867.,1,1
330907,Veliki Planik,Hrvaška,Gorski Kotar in Istra,1272,45.36163,14.19076,vrh,154032,55,1563.,2,1
330908,Mali Planik,Hrvaška,Gorski Kotar in Istra,1265,45.35864,14.1956,vrh,80124,46,1848.,2,1
330910,Vojak,Hrvaška,Gorski Kotar in Istra,1401,45.28496,14.20199,vrh,460903,87,445.,6,1
330913,Planinsko zavetišče na Bjelolasici,Hrvaška,Gorski Kotar in Istra,1460,45.26894,14.96583,bivak,88306,47,1818.,2,1
330914,Bjelolasica,Hrvaška,Gorski Kotar in Istra,1534,45.27359,14.96117,vrh,306130,71,988.,2,2
330921,Veliki Risnjak,Hrvaška,Gorski Kotar in Istra,1528,45.43154,14.62128,vrh,398156,81,659.,3,3
330922,Planinski dom na Risnjaku,Hrvaška,Gorski Kotar in Istra,1418,45.4293,14.622,koča,166127,56,1519.,2,1
330923,Snježnik,Hrvaška,Gorski Kotar in Istra,1506,45.44057,14.58408,"vrh, koča",279229,68,1090.,2,2
330925,Vidikovac,Hrvaška,Gorski Kotar in Istra,1408,45.42302,14.61539,vrh,127874,52,1664.,1,1
3802614,Trdnjava sv. Elija (Trdnjava sv. Ignacija),Italija,Sardinija,94,39.1916,9.1448,vrh,564,18,2812.,5,2
3802616,Sella del Diavolo,Italija,Sardinija,135,39.19,9.166,vrh,788,21,2723.,9,2
3802617,Monte dei Sette Fratelli,Italija,Sardinija,1023,39.29124,9.43652,vrh,1710,27,2513.,17,1
3901075,Lagazuoi Piccolo,Italija,Dolomiti,2778,46.52971,12.00323,vrh,289407,70,1048.,11,3
3901076,Rifugio Lavaredo,Italija,Dolomiti,2344,46.61843,12.31165,koča,202001,60,1382.,3,1
3901077,Rifugio Locatelli,Italija,Dolomiti,2405,46.63689,12.31111,koča,249329,65,1200.,8,3
3901078,Laghi dei Piani,Italija,Dolomiti,2335,46.638,12.3146,jezero,141750,53,1609.,7,1
3901079,Monte Paterno,Italija,Dolomiti,2744,46.63031,12.31517,vrh,446257,86,489.,12,4
3901080,Rifugio Lagazuoi,Italija,Dolomiti,2750,46.52777,12.00814,koča,139515,53,1618.,5,3
3901081,Bivak della Chiesa,Italija,Dolomiti,2652,46.53626,12.01782,"bivak, sedlo",78699,46,1853.,5,2
3901082,Col dei Bos,Italija,Dolomiti,2559,46.52911,12.02979,vrh,84848,47,1829.,10,3
3901083,Monte Verdal,Italija,Dolomiti,2491,46.46544,12.05076,vrh,56652,44,1941.,9,1
3901084,Cima Falzarego,Italija,Dolomiti,2563,46.5297,12.022,vrh,101258,49,1767.,5,2
3901085,Rifugio Pian di Cengia,Italija,Dolomiti,2528,46.63156,12.34153,koča,103259,49,1758.,3,2
3901087,Croda Fiscalina di Mezzo / Oberbachernspitze,Italija,Dolomiti,2675,46.63794,12.34569,vrh,116588,51,1705.,3,2
3901088,Tofana di Rozes,Italija,Dolomiti,3225,46.53725,12.05093,vrh,422109,83,571.,34,2
3901089,Tre Dita,Italija,Dolomiti,2694,46.54458,12.04696,vrh,133710,52,1640.,6,2
3901090,Rifugio Giussani,Italija,Dolomiti,2580,46.54437,12.06053,koča,106815,49,1742.,10,1
3901093,Rifugio Nuvolau,Italija,Dolomiti,2575,46.49509,12.04599,"vrh, koča",187795,58,1435.,9,6
3901094,Rifugio Averau,Italija,Dolomiti,2413,46.49951,12.04108,"koča, sedlo",133315,52,1642.,9,6
3901095,Averau,Italija,Dolomiti,2649,46.50056,12.03689,vrh,254678,66,1179.,14,6
3901353,Belvedere,Italija,Dolomiti,2650,46.47344,11.8633,vrh,131596,52,1646.,16,2
3901354,Porta Vescovo,Italija,Dolomiti,2478,46.47272,11.86742,"koča, sedlo",111360,50,1729.,6,4
3901355,Piz Boe,Italija,Dolomiti,3152,46.50886,11.82832,"vrh, koča",572917,95,185.,32,9
3901356,Punta de Joel,Italija,Dolomiti,2945,46.50174,11.82352,vrh,84170,47,1833.,4,2
3901357,Sass de Forcia Occidentale,Italija,Dolomiti,2923,46.5004,11.81308,vrh,70895,45,1883.,1,2
3901358,Sass de Forcia di Mezzo,Italija,Dolomiti,2917,46.50016,11.81538,vrh,85487,47,1826.,3,2
3901359,Sass de Pordoi,Italija,Dolomiti,2950,46.5005,11.80752,"vrh, koča",146723,54,1590.,10,1
3901360,Rifugio Forcella Pordoi,Italija,Dolomiti,2848,46.50167,11.81236,"koča, sedlo",103295,49,1757.,2,2
3901364,Rifugio Pian dei Fiacconi,Italija,Dolomiti,2626,46.44601,11.86005,koča,113848,50,1719.,4,1
3901365,Capanna al Ghiacciaio,Italija,Dolomiti,2700,46.44467,11.86118,koča,102661,49,1762.,3,1
3901366,Punta Penia (Marmolada),Italija,Dolomiti,3343,46.43454,11.85123,"vrh, koča, bivak",558904,94,211.,33,4
3901573,Rifugio Berti al Popera,Italija,Dolomiti,1950,46.631,12.4059,koča,69295,45,1890.,2,1
3901574,Croda Sora I Colesei / Arzalpenkopf,Italija,Dolomiti,2321,46.6438,12.4063,vrh,76490,46,1861.,6,2
3901575,Belvedere (Creston Popera),Italija,Dolomiti,2125,46.6374,12.4051,vrh,50611,43,1965.,2,1
3901576,Col Galina,Italija,Dolomiti,2372,46.5088,12.0118,vrh,69947,45,1888.,2,1
3901577,Punta Fanes Sud,Italija,Dolomiti,2980,46.54616,12.01844,vrh,105766,49,1750.,9,1
3901580,Torre di Toblin / Toblinger Knoten,Italija,Dolomiti,2617,46.64203,12.30781,vrh,240691,64,1235.,11,3
3901581,Sasso di Sesto / Sextnerstein,Italija,Dolomiti,2539,46.63905,12.30816,vrh,178504,57,1471.,4,2
3901582,Rifugio Fondo Valle / Talschlußhütte,Italija,Dolomiti,1548,46.65144,12.35374,koča,57626,44,1936.,1,1
3901583,Rifugio Comici / Zsigmondy Hütte,Italija,Dolomiti,2224,46.62838,12.3574,koča,92838,48,1798.,7,1
3901831,Rifugio Pomedes,Italija,Dolomiti,2203,46.53624,12.07766,koča,91153,48,1805.,6,3
3901832,Punta Anna,Italija,Dolomiti,2731,46.54002,12.07136,vrh,99297,48,1776.,2,1
3901833,Punta Serauta,Italija,Dolomiti,2962,46.43998,11.8837,vrh,90189,48,1809.,9,1
3901834,Rifugio Son Forca,Italija,Dolomiti,2215,46.56818,12.18557,koča,82019,47,1839.,3,1
3901835,Rifugio Guido Lorenzi,Italija,Dolomiti,3000,46.58325,12.19334,"koča, sedlo",253985,66,1182.,7,1
3901843,Rifugio Scoiattoli,Italija,Dolomiti,2255,46.50806,12.04696,koča,101256,49,1768.,6,4
3901845,Rifugio Tobia del Giagher,Italija,Dolomiti,2170,46.4446,11.7702,"koča, planina",50503,43,1966.,2,1
3901846,Durrenstein / Pico di Vallandro,Italija,Dolomiti,2839,46.6725,12.1852,vrh,143955,54,1602.,18,1
3901847,Cima di Mezzo,Italija,Dolomiti,3154,46.57774,12.19604,vrh,302919,71,1001.,6,1
3901848,Torre Aglio,Italija,Dolomiti,2980,46.54613,12.06972,vrh,100047,49,1770.,8,1
3901849,Sas de Adam,Italija,Dolomiti,2430,46.4358,11.7425,vrh,76420,46,1862.,10,2
3901850,Sass de Porcel,Italija,Dolomiti,2401,46.4344,11.7507,vrh,56892,44,1938.,5,1
3901851,Brunec,Italija,Dolomiti,2486,46.4353,11.7588,vrh,72583,46,1876.,3,1
3901854,Rifugio Viel del Pan,Italija,Dolomiti,2432,46.4743,11.8346,koča,94361,48,1793.,13,2
3901860,Colac,Italija,Dolomiti,2715,46.44118,11.78272,vrh,111626,50,1727.,7,2
3901861,Cristallino d'Ampezzo,Italija,Dolomiti,3008,46.58187,12.19016,vrh,260970,67,1153.,5,1
3901862,Tofana di Mezzo,Italija,Dolomiti,3244,46.55103,12.0652,vrh,365043,78,764.,23,3
3901867,Lavarella,Italija,Dolomiti,3055,46.5851,11.97121,vrh,230964,63,1269.,14,3
3901868,Piz dles Conturines,Italija,Dolomiti,3064,46.57636,11.9778,vrh,142868,53,1605.,17,2
3901870,Lavarella (zahodni vrh),Italija,Dolomiti,3034,46.58411,11.96742,vrh,104062,49,1754.,10,1
3901894,Locia de Contrin,Italija,Dolomiti,1736,46.45029,11.79109,koča,61347,44,1921.,4,1
3901895,Baita Cianci,Italija,Dolomiti,1828,46.43487,11.80621,"koča, planina",66980,45,1900.,4,1
3901896,Sass del Mul,Italija,Dolomiti,2301,46.45003,11.89051,vrh,95684,48,1786.,10,1
3901897,Rifugio Contrin,Italija,Dolomiti,2016,46.42997,11.81586,"koča, planina",69048,45,1892.,5,1
3901901,Rifugio Serauta,Italija,Dolomiti,2950,46.43764,11.87896,"koča, sedlo",94813,48,1791.,7,1
3901903,Punta Rocca,Italija,Dolomiti,3250,46.43375,11.86193,"vrh, koča",313782,72,953.,8,1
3901905,Cima Ombretta,Italija,Dolomiti,3011,46.4244,11.84648,vrh,169519,56,1503.,7,3
3902001,Bivak Dal Bianco,Italija,Dolomiti,2730,46.42981,11.84605,"bivak, sedlo",98200,48,1780.,12,2
3902004,Dürrensteinhütte / Rifugio Vallandro,Italija,Dolomiti,2040,46.64186,12.19563,"koča, planina",59083,44,1932.,6,1
3902005,Knollkopf / Col Rotondo dei Canope,Italija,Dolomiti,2204,46.63127,12.18927,vrh,61743,44,1920.,5,1
3902006,Helltaler Schlechten,Italija,Dolomiti,2711,46.66515,12.19627,vrh,83977,47,1834.,12,1
3902007,Strudelköpf / Monte Specie,Italija,Dolomiti,2307,46.64466,12.21254,vrh,65689,45,1905.,6,2
3902008,Monte Fumo / Rauhkofel,Italija,Dolomiti,2114,46.60612,12.2095,vrh,65805,45,1904.,5,2
3902009,Cima Ombretta di Mezzo,Italija,Dolomiti,2983,46.42618,11.84238,vrh,104599,49,1753.,8,3
3902012,Gran Cir / Große Cirspitze,Italija,Dolomiti,2592,46.55852,11.80625,vrh,93274,48,1797.,10,1
3902013,Jimmy Hütte,Italija,Dolomiti,2222,46.55632,11.81145,"koča, planina",71888,45,1880.,5,1
3902014,Col Toronn,Italija,Dolomiti,2655,46.56164,11.82475,vrh,79701,46,1850.,8,1
3902015,Sas Ciampac,Italija,Dolomiti,2672,46.56306,11.83531,vrh,106527,49,1745.,14,2
3902016,Lech de Crespeina,Italija,Dolomiti,2374,46.56828,11.82545,jezero,80668,46,1847.,8,1
3902017,Col Turont,Italija,Dolomiti,2419,46.5762,11.8207,vrh,66157,45,1902.,3,1
3902018,Rifugio Puez / Puez Hütte,Italija,Dolomiti,2475,46.59005,11.82932,koča,81999,47,1841.,14,4
3902021,Rifugio Col Pradat,Italija,Dolomiti,2038,46.5616,11.85914,"vrh, koča",64564,45,1910.,7,1
3902022,Rifugio Edelweiss,Italija,Dolomiti,1832,46.56349,11.85325,"koča, planina",74974,46,1869.,4,1
3902023,Sassongher,Italija,Dolomiti,2665,46.5679,11.86429,vrh,111928,50,1725.,9,1
3902025,Bivak Fiamme Gialle,Italija,Dolomiti,3005,46.28391,11.82821,bivak,98157,48,1781.,5,3
3902026,Cima Vezzana,Italija,Dolomiti,3192,46.29004,11.82972,vrh,164089,56,1525.,4,3
3902027,Il Nuvolo,Italija,Dolomiti,3075,46.28548,11.83144,vrh,114907,50,1713.,3,3
3902028,Rifugio Rosetta,Italija,Dolomiti,2581,46.26722,11.83864,koča,82014,47,1840.,5,2
3902029,Rifugio Malga Pala,Italija,Dolomiti,1897,46.27202,11.81455,"koča, planina",66889,45,1901.,4,1
3902030,Rifugio Colverde,Italija,Dolomiti,1965,46.27193,11.82168,koča,51379,43,1962.,3,1
3902031,Cima della Rosetta,Italija,Dolomiti,2743,46.26273,11.83134,vrh,103198,49,1759.,7,2
3902033,Rifugio Pisciadu,Italija,Dolomiti,2585,46.53626,11.82148,"koča, jezero",138467,53,1624.,13,2
3902034,Cima Pisciadu,Italija,Dolomiti,2985,46.5314,11.82517,vrh,214618,61,1331.,18,2
3902035,Rifugio Boe,Italija,Dolomiti,2873,46.51433,11.82348,koča,121143,51,1686.,7,3
