id,začetna točka,čas,zahtevnost 
3025,Ravenska Kočna,5 h,zelo zahtevna označena pot
3025,Suhadolnik,5 h 15 min,zelo zahtevna označena pot
3025,Ravenska Kočna,6 h 30 min,zelo zahtevna označena pot
3025,Suhadolnik,6 h 15 min,zelo zahtevna označena pot
3025,Suhadolnik,5 h 15 min,zelo zahtevna označena pot
3025,V Koncu,6 h,zelo zahtevna označena pot
3025,V Koncu,6 h,zelo zahtevna označena pot
3025,Ravenska Kočna,5 h 30 min,izjemno zahtevna označena pot
3025,Suhadolnik,6 h 15 min,zelo zahtevna označena pot
3025,Ravenska Kočna,7 h,izjemno zahtevna označena pot
3025,Ravenska Kočna,5 h,zelo zahtevna označena pot
3025,Ravenska Kočna,5 h 5 min,zelo zahtevna označena pot
3025,Ravenska Kočna,6 h 30 min,zelo zahtevna označena pot
3025,Ravenska Kočna,6 h 35 min,zelo zahtevna označena pot
30250,Volovljek,1 h,lahka označena pot
30250,Črnivec,1 h 45 min,ni podatka
30250,Mačkin Kot,1 h 25 min,"lahka neoznačena steza, lahka označena pot"
302510,Potoče,1 h 45 min,lahka neoznačena steza
302512,Spodnja postaja žičnice na Krvavec,2 h 50 min,lahka označena pot
302512,Planina Jezerca,50 min,lahka označena pot
302512,Spodnja Kokra,3 h 5 min,lahka označena pot
302512,Dom na Gospincu,20 min,lahka označena pot
302559,Murijeva planina pod Mlinarjevim sedlom,8 h,alpinistični vzpon
302581,Kanonir,2 h,"delno zahtevna označena pot, lahko brezpotje"
302582,Kanonir,3 h 45 min,"delno zahtevna označena pot, delno zahtevna neoznačena pot"
302597,Podvolovljek,2 h,lahka neoznačena steza
302597,Volovljek,2 h,"lahka neoznačena steza, lahko brezpotje"
302598,Podvolovljek,1 h 55 min,"lahka neoznačena steza, zahtevno brezpotje"
302598,Volovljek,2 h 10 min,"lahka neoznačena steza, zahtevno brezpotje"
302625,Poljana,35 min,lahka označena pot
302628,Spodnja postaja žičnice na Krvavec,1 h 15 min,"lahka označena pot, lahka neoznačena steza"
302628,Možjanca,1 h 30 min,lahka neoznačena steza
302628,Spodnja Kokra,1 h 30 min,"lahka označena pot, lahka neoznačena steza"
302628,Kokra,1 h 45 min,lahka neoznačena steza
302629,Možjanca,1 h 25 min,lahka neoznačena steza
302629,Spodnja Kokra,2 h,lahka neoznačena steza
302629,Kokra,1 h 10 min,lahka neoznačena steza
302629,Spodnja postaja žičnice na Krvavec,1 h 45 min,lahka neoznačena steza
302629,Možjanca,1 h 25 min,lahka neoznačena steza
302630,Preddvor,40 min,lahka neoznačena steza
302630,Preddvor,45 min,lahka neoznačena steza
302630,Štefanja Gora,45 min,lahka označena pot
302630,Olševek,1 h 5 min,lahka neoznačena steza
302631,Bele Vode,1 h 15 min,lahka označena pot
302631,Bele Vode,1 h,lahka označena pot
302631,Izvir Ljubije,1 h 5 min,lahka označena pot
302631,Bele Vode,1 h 10 min,lahka neoznačena steza
302634,Makekova Kočna,1 h,lahka neoznačena steza
302635,Makekova Kočna,1 h 30 min,lahka neoznačena steza
302636,Makekova Kočna,2 h,lahka neoznačena steza
302638,Šenturška Gora,1 h 20 min,lahka označena pot
302638,Spodnja postaja žičnice na Krvavec,1 h 30 min,lahka neoznačena steza
302638,Šenturška Gora,1 h 30 min,lahka označena pot
302638,Apno,1 h 35 min,lahka neoznačena steza
302638,Šenturška Gora,1 h 30 min,lahka neoznačena steza
302638,Planinski dom Milana Šinkovca,3 h 35 min,lahka označena pot
302638,Zalog pri Cerkljah,3 h 20 min,lahka označena pot
302639,Ambrož pod Krvavcem,1 h,lahka označena pot
302639,Spodnja postaja žičnice na Krvavec,2 h 30 min,lahka neoznačena steza
302639,Spodnja postaja žičnice na Krvavec,3 h,delno zahtevna označena pot
302639,Spodnja Kokra,3 h 15 min,delno zahtevna označena pot
302660,Hotel Plesnik,1 h 30 min,lahka označena pot
30267,Spodnja Kokra,2 h 20 min,lahka označena pot
30267,Potoče,2 h 30 min,lahka označena pot
30267,Potoče,2 h 45 min,lahka označena pot
30267,Potoče,2 h 55 min,lahka neoznačena steza
30267,Mače,2 h 50 min,lahka označena pot
30267,Spodnja Kokra,2 h 30 min,lahka neoznačena steza
30267,Mače,3 h,lahka označena pot
30268,Spodnja Kokra,50 min,lahka označena pot
302711,Planina Ravne,2 h,lahko brezpotje
302711,Planina Ravne,2 h 45 min,lahko brezpotje
302711,Planina Ravne,2 h 15 min,lahko brezpotje
302735,Planina Jezerca,40 min,lahka neoznačena steza
302735,Ambrož pod Krvavcem,1 h 40 min,lahka neoznačena steza
302736,Bela Peč,1 h 30 min,lahka neoznačena steza
302736,Bela Peč,1 h 45 min,lahka neoznačena steza
30274,Jekarica,2 h 5 min,lahka označena pot
30274,Mače,3 h 15 min,lahka označena pot
30274,Laško,2 h 45 min,lahka označena pot
30274,Bašelj,3 h 15 min,lahka označena pot
30274,Mače,3 h,lahko brezpotje
30274,Mače,3 h 15 min,lahka neoznačena steza
30274,Bašelj,3 h 25 min,lahka označena pot
30274,Babni Vrt,4 h 15 min,"lahka neoznačena steza, delno zahtevna označena pot"
30274,Mače,3 h 30 min,lahka označena pot
30274,Povlje,4 h,delno zahtevna označena pot
30274,Laško,3 h 45 min,delno zahtevna označena pot
30274,Dom pod Storžičem,2 h 50 min,delno zahtevna označena pot
30274,Spodnja Kokra,5 h,lahka označena pot
30274,Bašelj,4 h 20 min,delno zahtevna označena pot
30274,MHE Zabukovec,3 h 5 min,lahka označena pot
30274,Spodnja Kokra,5 h 10 min,"lahka neoznačena steza, lahka označena pot"
302754,Terme Topolšica,1 h 50 min,lahka označena pot
302754,Terme Topolšica,1 h 50 min,lahka označena pot
302755,Ljubelj,2 h,delno zahtevna neoznačena pot
302755,Dom v Dragi,2 h,"delno zahtevna označena pot, lahka neoznačena steza"
302755,Podljubelj,2 h,lahka neoznačena steza
302760,Brezje,50 min,lahka označena pot
302760,Peračica,45 min,lahka označena pot
302760,Črnivec,10 min,lahka neoznačena steza
302760,Črnivec,20 min,lahka neoznačena steza
302760,Dvorska vas,1 h 10 min,lahka neoznačena steza
302762,Brezje,2 h 15 min,lahka označena pot
302762,Brezje,3 h 30 min,lahka označena pot
302795,REKS,4 h,lahka označena pot
3028,V Koncu,5 h 30 min,zahtevna označena pot
3028,V Koncu,4 h 45 min,zelo zahtevna neoznačena steza
3028,Koča pod slapom Rinka,5 h 15 min,zelo zahtevna označena pot
3028,Suhadolnik,5 h 45 min,zahtevna označena pot
3028,Ravenska Kočna,5 h 45 min,zelo zahtevna označena pot
3028,V  Koncu,5 h 15 min,"zelo zahtevna neoznačena steza, zahtevna označena pot"
3028,Ravenska Kočna,6 h 15 min,izjemno zahtevna označena pot
3028,Ravenska Kočna,5 h 45 min,zelo zahtevna označena pot
3028,Ravenska Kočna,5 h 50 min,zelo zahtevna označena pot
30281,Kanonir,2 h 30 min,delno zahtevna označena pot
302827,Ribiška koča Šoštanj,3 h 30 min,lahka označena pot
302829,Sebenje,2 h 30 min,lahka označena pot
30284,Ravenska Kočna,2 h 15 min,zahtevna označena pot
30284,Ravenska Kočna,2 h 15 min,zahtevna označena pot
30284,Ravenska Kočna,2 h 45 min,izjemno zahtevna označena pot
30284,Ravenska Kočna,2 h 20 min,zahtevna označena pot
30284,Makekova Kočna,2 h 45 min,zahtevna označena pot
302841,Sebenje,10 min,lahka neoznačena steza
302874,Velenje,15 min,lahka označena pot
302874,Velenje,20 min,lahka označena pot
302874,Velenje,15 min,lahka neoznačena steza
30288,Planina Podvežak,1 h 45 min,lahka označena pot
30288,Za Loncem,3 h 15 min,lahka označena pot
30288,Lovska koča na Brežičih,2 h 30 min,zahtevna neoznačena steza
30288,Lovska koča na Brežičih,1 h 50 min,lahka neoznačena steza
30289,Planina Dol,1 h 30 min,lahka označena pot
30289,Pred Belo,3 h 45 min,zahtevna označena pot
30289,Kraljev hrib,3 h 30 min,lahka označena pot
30289,Kopišča,4 h,zahtevna neoznačena steza
302894,Velenje,45 min,lahka označena pot
302894,Trebuša,30 min,lahka označena pot
302926,Bistrica pri Tržiču,15 min,"lahka označena pot, lahka neoznačena steza"
302926,Bistrica pri Tržiču,25 min,lahka neoznačena steza
302947,Spodnja Kokra,1 h 40 min,lahka neoznačena steza
30295,Makekova Kočna,2 h 15 min,lahka označena pot
302987,Senično,1 h 15 min,lahka neoznačena steza
302987,Zalog,1 h 30 min,lahka označena pot
302987,Senično,1 h 10 min,lahka neoznačena steza
302987,Tržič,1 h 20 min,lahka označena pot
302987,Zavetišče v Gozdu,5 min,lahka neoznačena steza
302987,Križe,1 h 20 min,lahka označena pot
302987,Pristava,1 h 20 min,lahka neoznačena steza
30304,Planina Podvežak,1 h 30 min,lahka neoznačena steza
30304,Planina Podvežak,1 h 30 min,lahka neoznačena steza
30304,Lovska koča na Brežičih,1 h 30 min,lahka neoznačena steza
30304,Za Loncem,3 h 30 min,lahka neoznačena steza
30305,Planina Podvežak,1 h 30 min,lahka neoznačena steza
30305,Planina Podvežak,1 h 30 min,lahka neoznačena steza
30305,Za Loncem,3 h 35 min,lahka neoznačena steza
30305,Lovska koča na Brežičih,1 h 45 min,lahka neoznačena steza
30306,Planina Podvežak,15 min,lahka označena pot
30306,Planica,1 h 25 min,lahka označena pot
303060,Polzela,40 min,lahka označena pot
303060,Podvin pri Polzeli,18 min,lahka označena pot
303060,Podvin pri Polzeli,15 min,lahka označena pot
303070,Založe,1 h 30 min,lahka označena pot
303077,Preddvor,50 min,lahka neoznačena steza
303077,Olševek,1 h 15 min,lahka neoznačena steza
303077,Možjanca,10 min,lahka neoznačena steza
303089,Šenturška Gora,1 h 5 min,lahka neoznačena steza
303089,Apno,1 h 10 min,lahka neoznačena steza
3031,Suhadolnik,4 h 45 min,zelo zahtevna označena pot
3031,Ravenska Kočna,5 h 30 min,zelo zahtevna označena pot
3031,Suhadolnik,5 h 45 min,zelo zahtevna označena pot
3031,V Koncu,5 h 30 min,zelo zahtevna označena pot
3031,Suhadolnik,6 h 30 min,zelo zahtevno brezpotje
3031,Ravenska Kočna,6 h,izjemno zahtevna označena pot
3031,Ravenska Kočna,5 h 30 min,zelo zahtevna označena pot
3031,Ravenska Kočna,5 h 35 min,zelo zahtevna označena pot
303112,Zadraga,1 h,lahka označena pot
303112,Spodnje Duplje,40 min,lahka neoznačena steza
303113,Turistična kmetija Trnovc,3 h,lahka označena pot
303132,Koprivna,1 h 50 min,"lahka neoznačena steza, lahka označena pot"
303132,Koprivna,2 h,"lahka neoznačena steza, lahka označena pot"
303150,Gobovce,30 min,lahka neoznačena steza
303150,Podbrezje,15 min,lahka neoznačena steza
303152,Kokra,1 h,lahka neoznačena steza
303152,Možjanca,1 h 15 min,lahka neoznačena steza
303159,Begunje,1 h 45 min,lahka neoznačena steza
303159,Begunje,1 h 45 min,lahka neoznačena steza
303159,Završnica,1 h 5 min,lahka neoznačena steza
303159,Begunje,1 h 45 min,lahka neoznačena steza
303159,Rodine,1 h 50 min,lahka neoznačena steza
303159,Begunje,1 h 40 min,lahka neoznačena steza
30316,Kriška planina,2 h 15 min,lahka označena pot
30316,Kriška planina,2 h 40 min,zahtevna označena pot
30316,Planina Jezerca,2 h 30 min,lahka označena pot
30316,Markova raven,3 h 15 min,lahka označena pot
30316,Dom na Gospincu,2 h 25 min,lahka označena pot
30316,Dom na Gospincu,2 h 40 min,zahtevna označena pot
30316,Planina Jezerca,2 h 55 min,zahtevna označena pot
30316,Kokra,3 h 50 min,delno zahtevna označena pot
30316,Kokra,3 h,delno zahtevna označena pot
30317,Kriška planina,1 h 15 min,lahka označena pot
30317,Markova raven,2 h,lahka označena pot
30317,Planina Jezerca,1 h 30 min,lahka označena pot
30317,Markova raven,1 h 50 min,lahka neoznačena steza
30318,Dom na Gospincu,3 h 20 min,lahka označena pot
30318,Kriška planina,3 h 45 min,lahka označena pot
30318,V Koncu,4 h,zelo zahtevna označena pot
30318,Suhadolnik,4 h 15 min,zelo zahtevna označena pot
30318,Kokra,4 h 45 min,delno zahtevna označena pot
30318,Planina Jezerca,4 h,lahka označena pot
30318,Žagana peč,4 h 10 min,zelo zahtevna neoznačena steza
30318,Dom na Gospincu,4 h 10 min,zahtevna označena pot
30318,Kriška planina,4 h 10 min,zahtevna označena pot
30318,Žagana peč,5 h 15 min,"delno zahtevna neoznačena pot, lahka označena pot"
30318,Kokra,3 h 55 min,delno zahtevna označena pot
30318,Planina Jezerca,4 h 25 min,zahtevna označena pot
30318,Markova raven,4 h 30 min,lahka označena pot
30319,Kriška planina,2 h 15 min,lahka označena pot
30319,Planina Jezerca,2 h 30 min,lahka označena pot
30319,Markova raven,3 h,lahka označena pot
30320,Kriška planina,2 h 45 min,lahka označena pot
30320,Markova raven,3 h 30 min,lahka označena pot
30320,Planina Jezerca,3 h,lahka označena pot
30320,Planina Jezerca,3 h,delno zahtevna označena pot
303234,Črnova,15 min,lahka označena pot
30324,Planina Ravne,2 h,lahka označena pot
30324,Planina Podvežak,2 h,lahka označena pot
30324,Robanov kot,3 h 30 min,zahtevna označena pot
30324,Planina Ravne,2 h 30 min,lahka označena pot
30324,Planina Ravne,2 h 30 min,lahka označena pot
30324,Planina Ravne,2 h 45 min,lahka neoznačena steza
30324,Kraljev dol,2 h 15 min,lahka označena pot
303249,Gozd,15 min,lahka neoznačena steza
303258,Grad,45 min,lahka označena pot
303349,Tržič,1 h,lahka označena pot
30336,Koča pod slapom Rinka,3 h 30 min,delno zahtevna označena pot
30336,Ravenska Kočna,3 h 15 min,zelo zahtevna označena pot
30336,Ravenska Kočna,3 h 30 min,delno zahtevna označena pot
30336,Belska Kočna,3 h 45 min,delno zahtevna označena pot
30336,Ravenska Kočna,3 h 15 min,zelo zahtevna označena pot
303362,Andraž nad Polzelo,1 h,lahka označena pot
30337,Jekarica,1 h 10 min,lahka označena pot
30337,MHE Zabukovec,2 h 10 min,lahka označena pot
30338,Kriška planina,1 h 35 min,delno zahtevna označena pot
30338,Markova raven,2 h 20 min,delno zahtevna označena pot
30338,Planina Jezerca,1 h 50 min,delno zahtevna označena pot
303443,Zgornji Tuhinj,50 min,lahka označena pot
303443,Zgornji Tuhinj,45 min,lahka označena pot
303447,Dom v Kamniški Bistrici,30 min,lahka označena pot
303449,Stahovica,1 h 13 min,lahka označena pot
30349,Konec ceste,1 h,lahka označena pot
30349,Leška gmajna,1 h 15 min,lahka označena pot
30349,Gornji Grad,3 h,lahka označena pot
30349,Gornji Grad,3 h,lahka označena pot
30349,Črnivec,3 h 15 min,lahka označena pot
30349,Volovljek,2 h 15 min,"lahka neoznačena steza, lahka označena pot"
30349,Mačkin Kot,1 h 40 min,"lahka neoznačena steza, lahka označena pot"
30349,Podvolovljek,2 h 15 min,"lahka neoznačena steza, lahka označena pot"
30349,Podvolovljek,2 h 55 min,"lahka neoznačena steza, lahka označena pot"
30349,Volovljek,3 h 10 min,"lahka neoznačena steza, lahka označena pot"
30350,Konec ceste,35 min,lahka označena pot
30350,Gornji Grad,2 h 35 min,lahka označena pot
30350,Črnivec,3 h 30 min,lahka označena pot
30350,Podvolovljek,2 h 30 min,"lahka neoznačena steza, lahka označena pot"
30350,Volovljek,2 h 30 min,"lahka neoznačena steza, lahka označena pot"
30350,Podvolovljek,2 h 30 min,lahka neoznačena steza
30350,Volovljek,2 h 45 min,lahka neoznačena steza
30351,Molnarjev breg,1 h 30 min,lahka označena pot
30351,Klemenčevo,2 h 15 min,lahka neoznačena steza
30351,Slevo,1 h 30 min,zahtevna neoznačena steza
30351,Klemenčevo,1 h 45 min,lahka neoznačena steza
30351,Slevo,1 h 30 min,zahtevna neoznačena steza
30351,Kajfežev rob,1 h 15 min,lahka neoznačena steza
30351,Molnarjev breg,1 h 30 min,lahka označena pot
30351,Iverje,2 h 15 min,lahka neoznačena steza
30351,Iverje,2 h,delno zahtevna neoznačena pot
30351,Molnarjev breg,1 h 30 min,"lahka neoznačena steza, lahka označena pot"
30351,Klemenčevo,2 h,delno zahtevna označena pot
303510,Velenje,45 min,lahka označena pot
303511,Velenje,45 min,lahka označena pot
303512,Velenje,1 h,lahka označena pot
30352,Molnarjev breg,45 min,lahka označena pot
30352,Klemenčevo,1 h 30 min,lahka neoznačena steza
30352,Slevo,1 h 30 min,delno zahtevna označena pot
30352,Molnarjev breg,45 min,lahka neoznačena steza
30356,Jekarica,2 h 50 min,lahka označena pot
30356,Mače,4 h,lahka označena pot
30356,Mače,3 h 30 min,lahka označena pot
30356,Laško,3 h 30 min,lahka označena pot
30356,Mače,3 h 15 min,lahko brezpotje
30356,Mače,3 h 30 min,lahka označena pot
30356,Laško,3 h 15 min,lahka označena pot
30356,Mače,3 h 45 min,lahka označena pot
30356,Bašelj,4 h,lahka označena pot
30356,Kanonir,4 h 10 min,"delno zahtevna označena pot, delno zahtevna neoznačena pot"
30356,Spodnja Kokra,4 h 35 min,lahka označena pot
30356,Spodnja Kokra,4 h 45 min,"lahka neoznačena steza, lahka označena pot"
30356,Bašelj,4 h 10 min,lahka označena pot
30356,Bašelj,5 h 5 min,delno zahtevna označena pot
30356,Povlje,4 h 45 min,delno zahtevna označena pot
30356,Laško,4 h 30 min,delno zahtevna označena pot
30356,Bašelj,3 h 45 min,lahka označena pot
30356,Babni Vrt,5 h,"lahka neoznačena steza, delno zahtevna označena pot"
30356,Bašelj,3 h 55 min,lahka označena pot
30356,Povlje,4 h 30 min,delno zahtevna označena pot
30356,MHE Zabukovec,3 h 50 min,lahka označena pot
30356,Mače,4 h,"lahka neoznačena steza, lahka označena pot"
30356,Bašelj,4 h 50 min,delno zahtevna označena pot
30356,Babni Vrt,4 h 45 min,"lahka neoznačena steza, delno zahtevna označena pot"
30357,Pred Belo,50 min,lahka neoznačena steza
30358,Planina Podvežak,3 h 15 min,delno zahtevna neoznačena pot
30358,Lovska koča na Brežičih,3 h 10 min,zahtevna neoznačena steza
30358,Pred Belo,5 h 30 min,delno zahtevna neoznačena pot
30358,Planina Ravne,4 h 30 min,delno zahtevna neoznačena pot
30358,Robanov kot,5 h,"zahtevna označena pot, delno zahtevna neoznačena pot"
30358,Planina Ravne,4 h,delno zahtevna neoznačena pot
30364,Ravenska Kočna,2 h 15 min,lahka označena pot
30364,Ravenska Kočna,2 h 30 min,lahka označena pot
30364,Belska Kočna,2 h 45 min,lahka označena pot
30370,Makekova Kočna,1 h,lahka označena pot
30371,Kraljev hrib,2 h 30 min,lahka označena pot
30371,Planina Dol,30 min,lahka označena pot
30372,Kraljev hrib,3 h,lahka neoznačena steza
30372,Planina Dol,1 h,lahka neoznačena steza
30379,Planina Ravne,1 h,lahka neoznačena steza
30380,Planina Ravne,1 h 40 min,lahka neoznačena steza
30387,Koča pod slapom Rinka,5 h,zelo zahtevna označena pot
30387,Ravenska Kočna,4 h 15 min,zelo zahtevna označena pot
30387,V Koncu,4 h 30 min,zahtevna neoznačena steza
30387,Koča pod slapom Rinka,5 h,zelo zahtevna označena pot
30387,Belska Kočna,4 h 45 min,zelo zahtevna označena pot
30387,Ravenska Kočna,4 h 15 min,zelo zahtevna označena pot
30387,Ravenska Kočna,4 h 30 min,zelo zahtevna označena pot
30388,V Koncu,4 h 15 min,zahtevna neoznačena steza
30388,Koča pod slapom Rinka,4 h 45 min,zelo zahtevna označena pot
30388,Ravenska Kočna,4 h 30 min,zelo zahtevna označena pot
30388,Ravenska Kočna,4 h 30 min,zelo zahtevna označena pot
30388,Ravenska Kočna,4 h 45 min,zelo zahtevna označena pot
30389,V Koncu,3 h,zahtevna neoznačena steza
30390,V Koncu,3 h 30 min,zahtevna označena pot
30390,V  Koncu,3 h 15 min,zelo zahtevna neoznačena steza
30390,Suhadolnik,3 h 45 min,zahtevna označena pot
30391,Koča pod slapom Rinka,4 h 15 min,zelo zahtevna označena pot
30391,Jermanca,4 h 45 min,zelo zahtevna označena pot
30391,Koča pod slapom Rinka ,4 h 30 min,zelo zahtevna označena pot
30391,V Koncu,4 h 15 min,zahtevna neoznačena steza
30391,Suhadolnik,6 h 15 min,zelo zahtevna označena pot
303987,Gornji Grad,2 h 55 min,zahtevna označena pot
303987,Gornji Grad,3 h 5 min,zahtevna označena pot
303987,Gornji Grad,2 h 50 min,zahtevna označena pot
304025,Golte,15 min,lahka označena pot
30408,Planina Dol,1 h,lahka označena pot
30408,Kraljev hrib,3 h,lahka označena pot
30409,Planina Loka,15 min,lahka označena pot
30409,Planina Vodol,1 h,lahka označena pot
30409,Radušnik,1 h 30 min,lahka označena pot
30409,Luče,3 h,lahka označena pot
30409,Planina Kosmačeve Rastke,1 h 15 min,lahka označena pot
30409,Bistra,3 h 15 min,lahka označena pot
3042,V Koncu,5 h,zelo zahtevna označena pot
3042,Ravenska Kočna,5 h,zelo zahtevna označena pot
3042,V  Koncu,4 h 45 min,zelo zahtevna neoznačena steza
3042,Ravenska Kočna,5 h 30 min,izjemno zahtevna označena pot
3042,Ravenska Kočna,5 h,zelo zahtevna označena pot
3042,Ravenska Kočna,5 h 5 min,zelo zahtevna označena pot
30433,Koča pod slapom Rinka,4 h 30 min,zelo zahtevna označena pot
30433,Matkov kot,4 h 30 min,zelo zahtevna označena pot
30433,Ravenska Kočna,5 h 45 min,zelo zahtevna označena pot
30433,Kapela Kristusa Kralja v Logarski dolini,8 h,alpinistični vzpon
30433,Belska Kočna,5 h 40 min,zelo zahtevna označena pot
30433,Matkov kot,5 h,zelo zahtevno brezpotje
30433,Ravenska Kočna,5 h 45 min,zelo zahtevna označena pot
30433,Ravenska Kočna,6 h,zelo zahtevna označena pot
30438,Planina Podvežak,2 h 20 min,lahka označena pot
30438,Planina Ravne,2 h 15 min,lahka označena pot
30438,Planina Ravne,2 h 30 min,lahka označena pot
30438,Planina Ravne,2 h 45 min,lahka neoznačena steza
30438,Kraljev dol,2 h 35 min,lahka označena pot
30444,Gornji Grad,1 h 35 min,lahka označena pot
30444,Pri cerkvi,3 min,lahka označena pot
30445,Dom na Menini planini,15 min,lahka označena pot
30445,Golice,2 h 45 min,lahka označena pot
30445,Gornji Grad,3 h 30 min,lahka označena pot
30445,Lipa,3 h 30 min,lahka označena pot
30445,Črnivec,4 h 30 min,lahka označena pot
30445,Tirosek,4 h,lahka označena pot
30445,Hruševka,5 h 30 min,lahka označena pot
30445,Češnjice v Tuhinju,2 h 25 min,lahka neoznačena steza
30445,Okrog pri Motniku,2 h 15 min,lahka neoznačena steza
30445,Okrog pri Motniku,2 h 25 min,lahka neoznačena steza
30445,Bela Peč,4 h 25 min,lahka neoznačena steza
30445,Bela Peč,4 h 20 min,lahka neoznačena steza
30445,Gornji Grad,3 h 30 min,lahka označena pot
30445,Gornji Grad,3 h 25 min,lahka označena pot
30445,Gornji Grad,3 h 40 min,lahka označena pot
30445,Gornji Grad,3 h 15 min,lahka označena pot
30446,Kokra,3 h,delno zahtevna označena pot
30446,Dom na Gospincu,1 h 35 min,lahka označena pot
30446,Planina Jezerca,1 h 50 min,lahka označena pot
30446,Kokra,2 h 10 min,delno zahtevna označena pot
30447,Kriška planina,2 h 5 min,delno zahtevna označena pot
30447,Markova raven,2 h 50 min,delno zahtevna označena pot
30447,Planina Jezerca,2 h 20 min,delno zahtevna označena pot
30458,Snežna jama,15 min,lahka označena pot
30467,Mače,2 h 15 min,lahka označena pot
30467,Laško,1 h 45 min,lahka označena pot
30467,Bašelj,2 h 15 min,lahka označena pot
30467,Bašelj,2 h 15 min,lahka označena pot
30467,Mače,2 h 15 min,lahka označena pot
30467,Bašelj,2 h 25 min,lahka označena pot
30467,Mače ,2 h 30 min,lahka neoznačena steza
30467,Bašelj,2 h 25 min,lahka neoznačena steza
30470,Planina Kisovec,1 h 15 min,lahka označena pot
30470,Kranjski Rak,1 h 35 min,lahka označena pot
30470,Stahovica,3 h,lahka označena pot
30470,Za Ušivcem,1 h 30 min,lahka označena pot
30470,Kraljev hrib,4 h,delno zahtevna neoznačena pot
30470,Kranjski Rak ,1 h 30 min,lahka označena pot
30470,Kranjski Rak,1 h 40 min,"lahka neoznačena steza, lahka označena pot"
30477,Ravenska Kočna,1 h 30 min,lahka označena pot
30482,Zavetišče na Biba planini,1 h 15 min,lahka označena pot
30482,Zavetišče na Biba planini,45 min,lahka neoznačena steza
30484,Andrejev dom na Slemenu,2 h 30 min,lahka označena pot
30484,Mozirska koča na Golteh,1 h 55 min,lahka označena pot
30484,Bele Vode,1 h 35 min,lahka označena pot
30484,Atelsko sedlo,20 min,lahka označena pot
30484,Kramarica,1 h,lahka označena pot
30484,Kramarica,1 h,lahka označena pot
30484,Ljubenske Rastke,1 h 30 min,lahka označena pot
30484,Izvir Ljubije,1 h 50 min,lahka neoznačena steza
30484,Ljubenske Rastke,1 h 40 min,lahka označena pot
30484,Izvir Ljubije,2 h,lahka neoznačena steza
30484,Golte,2 h,lahka označena pot
30485,Bele Vode,2 h 5 min,lahka označena pot
30485,Dom na Smrekovcu,30 min,lahka označena pot
30485,Kramarica,1 h 30 min,lahka označena pot
30485,Andrejev dom na Slemenu,3 h,lahka označena pot
30485,Kramarica,1 h 30 min,lahka označena pot
30485,Ljubenske Rastke,2 h,lahka označena pot
30485,Ljubenske Rastke,2 h 10 min,lahka označena pot
30485,Izvir Ljubije,2 h 20 min,lahka neoznačena steza
30485,Izvir Ljubije,2 h 30 min,lahka neoznačena steza
30485,Atelsko sedlo,50 min,lahka označena pot
30486,Dom na Smrekovcu,1 h 20 min,lahka označena pot
30486,Dom na Smrekovcu,1 h 35 min,lahka neoznačena steza
30487,Dom na Smrekovcu,2 h,lahka označena pot
30487,Dom na Smrekovcu,2 h 15 min,lahka neoznačena steza
30487,Ljubenske Rastke,3 h 15 min,lahka označena pot
30487,Hlipovec,50 min,lahka označena pot
30487,Dolina potoka Žep,2 h 30 min,lahka neoznačena steza
30487,Planina Vodol,3 h 15 min,lahka označena pot
30488,Dolina potoka Žep,2 h 45 min,lahka označena pot
30488,Hlipovec,45 min,lahka označena pot
30488,Ljubno ob Savinji,4 h,lahka označena pot
30488,Planina Vodol,2 h,lahka označena pot
30488,Dolina potoka Žep,2 h 25 min,lahka neoznačena steza
30488,Bistra,3 h 45 min,lahka označena pot
30489,Hlipovec,45 min,lahka označena pot
30489,Planina Vodol,1 h 40 min,lahka označena pot
30489,Dolina potoka Žep,2 h 20 min,lahka označena pot
30489,Ljubno ob Savinji,3 h 35 min,lahka označena pot
30489,Kolarica,30 min,lahka označena pot
30489,Bistra,3 h 25 min,lahka označena pot
3049,V Koncu,5 h 10 min,"zahtevna označena pot, lahko brezpotje"
3049,V  Koncu,4 h 55 min,"zelo zahtevna neoznačena steza, lahko brezpotje"
3049,Suhadolnik,5 h 25 min,"zahtevna označena pot, lahko brezpotje"
3049,Ravenska Kočna,5 h 55 min,"izjemno zahtevna označena pot, lahko brezpotje"
3049,Ravenska Kočna,5 h 25 min,"zelo zahtevna označena pot, lahko brezpotje"
3049,Ravenska Kočna,5 h 25 min,"zelo zahtevna označena pot, lahko brezpotje"
3049,Ravenska Kočna,5 h 30 min,"zelo zahtevna označena pot, lahko brezpotje"
30490,Robanov kot,3 h,lahka označena pot
30490,Hotel Plesnik,3 h,delno zahtevna označena pot
30490,Hotel Plesnik,3 h 30 min,delno zahtevna označena pot
30490,Podbreg,3 h,"lahka neoznačena steza, lahka označena pot"
30495,Potoče,7 min,lahka označena pot
30495,Preddvor,22 min,lahka označena pot
30496,Potoče,1 h 15 min,lahka označena pot
30496,Potoče,1 h 15 min,lahka označena pot
30496,Potoče,1 h 5 min,lahka neoznačena steza
30496,Preddvor,1 h 30 min,lahka označena pot
30496,Preddvor,1 h 20 min,lahka neoznačena steza
30497,Potoče,2 h,lahka označena pot
30497,Spodnja Kokra,2 h 5 min,lahka označena pot
30499,Mače,3 h 35 min,lahka označena pot
